"","ZCTA","PCSA","numHC","ptsUninsured","ptsMedicaid","poverty","lowInc","nonWhite","hispanic","black","asian","aIaN","popUninsured","popMedicaid","unemployed","limEnglish","lessHS","delayedCare","noUsualCare","pcp1_fte","pcp2_fte","r_pcp1_fte","r_pcp2_fte"
"117","10040","36061027900",18,0.211009174311927,0.517624336069532,0.19934348,0.45713105,0.61747427,0.7123327,0.0988559565351826,0.0238747294491806,0.00797296700384293,0.117719406131951,0.304818589124132,0.419314563274384,0.208409383893013,0.276759177446365,0.197536394000053,0.208890721201897,8.9,2.9,49.7,16.2
"118","10034","36061029100",19,0.213478442863123,0.517371285056509,0.259462,0.54077294,0.63798275,0.76110799,0.0793963254593176,0.0195678665166854,0.00754593175853018,0.116091641764013,0.348116453862175,0.422322332859039,0.260359287261963,0.292220890522003,0.201830729842186,0.213347852230072,19.1,13.7,57.4,41.2
"119","11421","36081001000",20,0.25418833044483,0.56787983824379,0.15400512,0.33445272,0.54158381,0.56268569,0.0675166686162124,0.190244473037782,0.0046321207158732,0.141202414113278,0.33052460538533,0.411208271980286,0.140432864427567,0.23500956594944,0.202973514795303,0.219970539212227,0,0,0,0
"120","11416","36081003800",12,0.206720977596741,0.642566191446029,0.16260853,0.35928999,0.73503253,0.41851153,0.0616024332961152,0.358564663304201,0.000654525853771224,0.142323951708116,0.342194462429067,0.415538877248764,0.125017583370209,0.251273661851883,0.195813626050949,0.203785687685013,1.1,3.1,48.1,135.5
"121","11106","36081007100",15,0.18770037889828,0.601573885164675,0.19994301,0.38517137,0.40747547,0.31366966,0.0802681645225584,0.163150674293997,0.00214842233323842,0.148014705882353,0.229436274509804,0.371946483850479,0.164187878370285,0.168915018439293,0.160225108265877,0.166970267891884,71.8,54.5,60,45.6
"122","11102","36081007100",18,0.307486631016043,0.509625668449198,0.18598569,0.4212629,0.42889771,0.34039455,0.104433722556885,0.137008593370828,0.00528163987780855,0.156918458156865,0.254516699726586,0.348828703165054,0.135607928037643,0.200269356369972,0.163937240839005,0.17037345468998,71.8,54.5,60,45.6
"123","11101","36081007100",18,0.128516003879728,0.644762366634336,0.21585317,0.42880194,0.5114745,0.31046333,0.181696093533989,0.187423470395387,0.0062803649721531,0.177609427609428,0.266184573002755,0.387496501207352,0.16817469894886,0.194743394851685,0.183044523000717,0.183954015374184,71.8,54.5,60,45.6
"124","11105","36081011700",12,0.229540918163673,0.559880239520958,0.13473135,0.31096865,0.24196002,0.22438614,0.0227075184702303,0.112994350282486,0.00228161668839635,0.146123800408702,0.197340852065496,0.363033205270767,0.112195745110512,0.156933918595314,0.138317421078682,0.150486156344414,8.4,5.4,69.4,44.6
"125","11418","36081012400",15,0.256237356709373,0.592043155765341,0.1456656,0.36718319,0.6477919,0.42719926,0.078038692824685,0.2604010775217,0.00985007210688145,0.143058735821929,0.330448905692529,0.41095232963562,0.155489459633827,0.237006485462189,0.19544030725956,0.203708425164223,82.2,57.9,301.8,212.6
"126","11415","36081013400",10,0.257425742574257,0.37953795379538,0.11379074,0.24606393,0.39605678,0.23706625,0.0691377497371188,0.179074658254469,0.00173501577287066,0.129925563479257,0.273020665243871,0.365491181612015,0.13095811009407,0.107175551354885,0.157090947031975,0.163195833563805,15.7,6.2,83.5,33
"127","11103","36081015100",12,0.380701754385965,0.428070175438596,0.14387472,0.32669041,0.25495988,0.22500457,0.0281517107980239,0.148626395169511,0.00290142980369606,0.15290148113231,0.204803135931724,0.326901406049728,0.182863429188728,0.149059772491455,0.145607024431229,0.157405108213425,51.5,31.7,114.3,70.4
"128","11419","36081015802",13,0.307039864291773,0.543681085665819,0.17827966,0.39608281,0.88902212,0.18447385,0.170167459168906,0.302853008062849,0.00564399421128799,0.13654,0.3161,0.429684340953827,0.0765577182173729,0.269013643264771,0.182923585176468,0.169534832239151,23.2,22.2,95,90.9
"129","11104","36081018300",11,0.398514851485149,0.386138613861386,0.13847141,0.33551091,0.33590661,0.29549991,0.0135191112784786,0.249218602899642,0.000677838448503107,0.215837010479868,0.26261720904578,0.334941655397415,0.247938185930252,0.127726316452026,0.159925580024719,0.170229703187943,29.7,16.2,72.7,39.6
"130","11433","36081036600",17,0.146925566343042,0.652750809061489,0.20779737,0.52595147,0.96477444,0.26242519,0.649089039470562,0.057188810082527,0.00406043188230021,0.143979328165375,0.342299741602067,0.519097089767456,0.0874364152550697,0.231625005602837,0.20341682434082,0.142501220107079,88.4,65.3,31.3,23.1
"131","11434","36081036600",27,0.105220511633291,0.684106956823706,0.13359836,0.30297529,0.97088346,0.11147039,0.868868285955099,0.0156463106275381,0.000398436901386867,0.124304156406238,0.259189612715469,0.427306056022644,0.0329136066138744,0.151874601840973,0.200842961668968,0.121791981160641,88.4,65.3,31.3,23.1
"132","11429","36081036600",12,0.19,0.5775,0.12175985,0.27270394,0.94775685,0.10674035,0.815349378317458,0.030793281465862,0.00236312077364939,0.0771543848964677,0.208434835566382,0.443093538284302,0.0510474666953087,0.155944272875786,0.193692609667778,0.124689988791943,88.4,65.3,31.3,23.1
"133","11411","36081036600",7,0.213610586011342,0.54820415879017,0.04379181,0.14882943,0.97126766,0.0428117,0.919278302132763,0.0128278667153361,0.00417166397246702,0.0715336907389888,0.14101755492484,0.422978729009628,0.025464104488492,0.101172290742397,0.199922263622284,0.116343386471272,88.4,65.3,31.3,23.1
"134","11412","36081036600",18,0.186761229314421,0.570921985815603,0.09376504,0.24600289,0.98137437,0.06513664,0.888803396126293,0.0253648182541788,0.00469620589015654,0.121999154165734,0.239594994651342,0.403910279273987,0.0163564067333937,0.125338777899742,0.198528066277504,0.115606501698494,88.4,65.3,31.3,23.1
"135","11422","36081036600",15,0.187134502923977,0.589181286549708,0.08430661,0.19535284,0.92095492,0.06664826,0.854490779097241,0.0307158857283132,0.000644389211083494,0.0729631651626578,0.179517646681011,0.348697066307068,0.0227643940597773,0.117998503148556,0.195337325334549,0.115892186760902,88.4,65.3,31.3,23.1
"136","11436","36081036600",12,0.111512415349887,0.633408577878104,0.13164872,0.29668308,0.93836316,0.13273147,0.7014885270568,0.0799075716051373,0.00843677790316514,0.132650982788471,0.269833995315205,0.421803504228592,0.0398443304002285,0.173050448298454,0.19707365334034,0.127806127071381,88.4,65.3,31.3,23.1
"137","11413","36081036600",17,0.180793507664563,0.585662759242561,0.07098111,0.19904106,0.9774281,0.04687088,0.922137734174483,0.0142963371632805,0.00103144714433064,0.083997988072142,0.187851787981126,0.397941887378693,0.0178585983812809,0.131310611963272,0.19745659828186,0.112502552568913,88.4,65.3,31.3,23.1
"138","11373","36081047300",19,0.416419077404222,0.488819390148554,0.19775417,0.46081252,0.62024763,0.40958963,0.0167604976517431,0.487543812616048,0.00394189429368602,0.222113058549833,0.298375212019538,0.409536004066467,0.413961231708527,0.287676364183426,0.203046172857285,0.214208841323853,188.2,154.9,317.2,261.1
"139","11369","36081048100",16,0.334007278608977,0.576627577840679,0.17884048,0.41695511,0.74306357,0.63599418,0.170287491846872,0.130249360293011,0.00148010636696603,0.215084592535193,0.284411726720909,0.414570838212967,0.210031881928444,0.231977507472038,0.223577469587326,0.23292750120163,115.4,84,38.2,27.8
"140","11372","36081048100",17,0.495023958717287,0.374124585329893,0.19840336,0.44233644,0.38759849,0.57548812,0.026122591057245,0.204882756874782,0.00268978829783868,0.216049091338211,0.277570608134686,0.395923137664795,0.326583415269852,0.239962294697762,0.203392505645752,0.224282324314117,115.4,84,38.2,27.8
"141","11368","36081048100",22,0.415449283351709,0.529423925027563,0.24514144,0.56628398,0.58229832,0.72733614,0.131612084975314,0.108212166508131,0.0102640757349278,0.233054367145703,0.356847473673869,0.36988553404808,0.341393679380417,0.399252563714981,0.229621648788452,0.249730050563812,115.4,84,38.2,27.8
"142","11370","36081048100",11,0.305241521068859,0.564234326824255,0.1632198,0.36765817,0.62132282,0.38377767,0.147804030768382,0.208513688621764,0.00248132116566954,0.187263896384242,0.250978143550998,0.595473766326904,0.178497105836868,0.291668325662613,0.183498948812485,0.192604213953018,115.4,84,38.2,27.8
"143","11377","36081048900",23,0.417329093799682,0.448065712771595,0.15794832,0.4065908,0.5198282,0.39306716,0.0282890520469086,0.366149833031628,0.00217002664747748,0.229326737892027,0.294291159000142,0.389042288064957,0.256283164024353,0.260612308979034,0.186086282134056,0.196810737252235,26.1,24.1,77.6,71.7
"144","11378","36081051100",14,0.277719112988384,0.529039070749736,0.11862078,0.28474221,0.23374603,0.27899138,0.0184416931354119,0.103357749400402,0.0021066960523757,0.117568795430945,0.189284787123572,0.401537120342255,0.140983611345291,0.155358240008354,0.139662593603134,0.152412921190262,5.5,5.5,19.5,19.5
"145","11385","36081058100",22,0.215844243034575,0.538435716683451,0.17349123,0.37713788,0.18533536,0.44550194,0.0206028042983262,0.0689789477889186,0.00317580793352774,0.12728627079915,0.23568847326938,0.420340597629547,0.150758564472198,0.208163261413574,0.17285093665123,0.193480849266052,21.8,11.7,368.5,197.8
"146","11374","36081071306",13,0.199757869249395,0.50726392251816,0.12945348,0.28219565,0.37138687,0.18103943,0.0287854134762634,0.262418644716692,0.00220137825421133,0.0880846016001615,0.185760076726988,0.424888402223587,0.232294619083405,0.0947035402059555,0.143591567873955,0.14912636578083,55.2,43.6,106,83.7
"147","11379","36081073900",8,0.182232346241458,0.560364464692483,0.09842709,0.23426385,0.14194542,0.18289713,0.0127081875437369,0.0774527641707488,0.00019594121763471,0.100824724857151,0.154671095223351,0.441424280405045,0.116430349647999,0.152259662747383,0.124484270811081,0.13527438044548,134.2,90.4,161.7,108.9
"148","11375","36081073900",12,0.197624190064795,0.443844492440605,0.0871636,0.20176035,0.35764946,0.12937173,0.0286567507034974,0.259518750358927,0.0025124906678918,0.0689533134750936,0.153375409207538,0.394980490207672,0.146166205406189,0.0709283426403999,0.133452147245407,0.137342691421509,134.2,90.4,161.7,108.9
"149","11420","36081084000",17,0.21598968407479,0.583494519664732,0.12283332,0.37819629,0.8383039,0.22853953,0.267852159004824,0.200809377616522,0.0134763366691918,0.126785134696527,0.275864167478092,0.431616604328156,0.0484861768782139,0.241209372878075,0.188668116927147,0.167891845107079,15.3,11.3,45.5,33.6
"150","11356","36081084900",11,0.191740412979351,0.662979351032448,0.12259423,0.36293957,0.62327731,0.39088235,0.0186974789915966,0.300798319327731,0.00558823529411765,0.185293632464533,0.223152424942263,0.411186128854752,0.232308506965637,0.201826766133308,0.174129381775856,0.187100186944008,308.9,203.5,200.3,131.9
"151","11355","36081084900",13,0.234362628661916,0.6703615729744,0.22165159,0.52784326,0.8555472,0.1406222,0.0266351627107722,0.725724650652156,0.00675425721070657,0.221141479099678,0.253169499310978,0.472324728965759,0.489192873239517,0.280256301164627,0.179906532168388,0.176180705428123,308.9,203.5,200.3,131.9
"152","11354","36081084900",11,0.187664733790195,0.662361623616236,0.18653116,0.40665187,0.74945511,0.16378715,0.0363262630021441,0.59078907731292,0.00287066078358407,0.20375732749488,0.21888904583657,0.459999591112137,0.426504194736481,0.224525168538094,0.171506762504578,0.170402243733406,308.9,203.5,200.3,131.9
"153","11414","36081089200",9,0.168384879725086,0.532646048109966,0.0887184,0.21436792,0.15997495,0.19577622,0.0251896179806555,0.027590285992624,0,0.0878709406494961,0.19036954087346,0.437897473573685,0.0324194133281708,0.141616478562355,0.125998362898827,0.138396471738815,31.8,23.7,46.5,34.7
"154","11417","36081089200",13,0.14270211611503,0.623440043407488,0.15512483,0.31795832,0.60692103,0.36782228,0.0780517175814425,0.284478387628343,0.00478514387121308,0.116238600109568,0.263704037897586,0.425287812948227,0.10310036689043,0.227573409676552,0.183103576302528,0.190687030553818,31.8,23.7,46.5,34.7
"155","11697","36081091601",1,0.125,0.1875,0.03016924,0.10645082,0.01152526,0.01275135,0.000980872976949485,0,0,0.0397208803005904,0.144659151905529,0.508495926856995,0,0.0448430478572845,0.0911213085055351,0.0987018868327141,5,3,122.1,73.2
"156","11694","36081093401",7,0.103568320278503,0.664055700609225,0.06634038,0.22921109,0.15353141,0.12856279,0.0769051936578788,0.0262240200864835,0.000511461384665458,0.054071112981275,0.212392173364191,0.488154977560043,0.0588741414248943,0.11760888248682,0.122608549892902,0.12607416510582,7.1,6.3,23.6,20.9
"157","11693","36081094202",8,0.0622431004110393,0.736934820904287,0.20549761,0.369277,0.43808432,0.17498677,0.317957311695184,0.0571529370259305,0,0.0693454309786131,0.309230626793815,0.492737680673599,0.0664887726306915,0.172486767172813,0.162620306015015,0.147082731127739,3.6,3.6,76.6,76.6
"158","11692","36081097203",17,0.051186943620178,0.70459940652819,0.22641838,0.47598329,0.71374513,0.23900946,0.571786310517529,0.0320534223706177,0.00439621591541458,0.0765265662172879,0.385342320909331,0.515174508094788,0.0827361568808556,0.254256933927536,0.194734379649162,0.142228037118912,22,19,80.7,69.7
"159","11691","36081099801",23,0.134006680451726,0.698743438842055,0.25240293,0.47192284,0.6245106,0.28286751,0.474391549610879,0.0295316170477971,0.00225322402799751,0.0736491555506761,0.371264935682787,0.490917712450027,0.163280040025711,0.300409764051437,0.186727404594421,0.154281824827194,79.8,38.4,193.4,93
"160","11361","36081112300",7,0.173241852487136,0.596912521440823,0.08198093,0.22255312,0.47818925,0.15583817,0.0264891934633632,0.348148392198208,0.00596336320506062,0.0835337341349365,0.111022044088176,0.402863383293152,0.152371153235435,0.11313258856535,0.144142493605614,0.146387413144112,113.1,91.8,83.6,67.8
"161","11359","36081112300",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,113.1,91.8,83.6,67.8
"162","11358","36081112300",8,0.229029217719133,0.590951932139491,0.10899907,0.27839957,0.5233034,0.14978477,0.018919062549822,0.420337992241059,0.000584577775415847,0.137366474407056,0.15694591728526,0.424088090658188,0.21846504509449,0.151127368211746,0.150438994169235,0.154171049594879,113.1,91.8,83.6,67.8
"163","11360","36081112300",2,0.10738255033557,0.577181208053691,0.06400402,0.15960814,0.34193613,0.10308295,0.0110463948584053,0.256326571600723,0.0012552721430006,0.117296631059984,0.111442070665571,0.457481801509857,0.112912632524967,0.0658771768212318,0.130054712295532,0.134622141718864,113.1,91.8,83.6,67.8
"164","11357","36081112300",8,0.189565217391304,0.558260869565217,0.0593008,0.17080614,0.23851877,0.12959495,0.00418843007785552,0.183477875234059,0.00238986892677639,0.135988769959642,0.135587697089715,0.470853894948959,0.136805236339569,0.144396036863327,0.126574903726578,0.134725406765938,113.1,91.8,83.6,67.8
"165","10304","36085005000",15,0.199655765920826,0.589787722317843,0.20421933,0.37815044,0.4941716,0.273648,0.266099751576534,0.107682017962928,0.00513567743168355,0.0842737798622307,0.266866969563731,0.467804759740829,0.0947841107845306,0.184675976634026,0.0964173749089241,0.0967248976230621,177,103.8,159.5,93.5
"166","10305","36085005000",10,0.194291986827662,0.493962678375412,0.11066877,0.27347979,0.22545875,0.14424538,0.0429456728798437,0.120132140531938,0.00752332955559307,0.0797137585398693,0.177604348476537,0.463388413190842,0.102593392133713,0.135541751980782,0.10446435958147,0.0916019901633263,177,103.8,159.5,93.5
"167","10301","36085012100",19,0.225790265930758,0.572503763171099,0.20780734,0.38703473,0.42395915,0.27644982,0.260421164935098,0.0532933675413417,0.000381029796530089,0.0795939889269707,0.275692064329027,0.457990974187851,0.0779819786548615,0.149894922971725,0.0894399806857109,0.0971563011407852,155,83.6,170.1,91.8
"168","10302","36085012100",7,0.233460907599781,0.631492618917441,0.25613429,0.39956502,0.3922851,0.38901513,0.200077592418112,0.0717729867538658,0,0.0838897264699548,0.292160241223347,0.47077339887619,0.0953969284892082,0.16520693898201,0.0901093930006027,0.104465201497078,155,83.6,170.1,91.8
"169","10303","36085012100",12,0.117440841367222,0.652059596844873,0.23576399,0.41186643,0.61290455,0.38512403,0.372638409725645,0.0747905372104485,0.00751601774273041,0.0888730328616165,0.303087961311293,0.483262807130814,0.0684693604707718,0.177971169352531,0.0845219492912292,0.106567516922951,155,83.6,170.1,91.8
"170","10310","36085012100",10,0.245335820895522,0.612873134328358,0.21935614,0.34492812,0.42817266,0.28751163,0.265544722682956,0.0563129576439176,0.00101136777377726,0.0813323005422153,0.267738187451588,0.453237414360046,0.0509121268987656,0.132410556077957,0.0898211896419525,0.0997859314084053,155,83.6,170.1,91.8
"171","10308","36085013203",6,0.137362637362637,0.434065934065934,0.07281456,0.15496173,0.06176816,0.10498239,0.00134205670189565,0.0409998322429123,0.00268411340379131,0.0453582306979208,0.114157065289366,0.442505061626434,0.0296974219381809,0.0939406678080559,0.100419573485851,0.0880551040172577,15.1,11.1,43.9,32.3
"172","10306","36085013400",8,0.231578947368421,0.431578947368421,0.06676074,0.2065313,0.1098783,0.12957295,0.0310085993295438,0.0538551231598892,0.000291502696399942,0.0554932735426009,0.122234678624813,0.452359586954117,0.0584457293152809,0.0932806953787804,0.0980267152190208,0.0911223888397217,49.2,47.2,90.9,87.2
"173","10312","36085017005",7,0.173913043478261,0.339673913043478,0.07155392,0.15321033,0.07598396,0.08894526,0.00908272645446363,0.0524343343425252,0.00036003600360036,0.0451045810342615,0.104885794944181,0.435173839330673,0.0263108257204294,0.081647977232933,0.10089048743248,0.0890565365552902,26.2,26.3,85.9,86.2
"174","10307","36085019800",2,0.328571428571429,0.328571428571429,0.06250838,0.20402414,0.05751033,0.08369985,0.00079968012794882,0.0392509662801546,0.000666400106624017,0.0429597332649397,0.137342908438061,0.445244073867798,0.0369473062455654,0.0665204674005508,0.0989426821470261,0.0892047360539436,28.8,17.1,53.6,31.8
"175","10309","36085019800",5,0.251396648044693,0.407821229050279,0.09627982,0.19012218,0.08342819,0.10993949,0.0238451860283985,0.0364268168474028,0.00158768198430292,0.0456310396169679,0.129711266166467,0.439702600240707,0.033783782273531,0.0970968306064606,0.0991095453500748,0.0898943245410919,28.8,17.1,53.6,31.8
"176","10314","36085027704",11,0.202380952380952,0.509316770186335,0.07885271,0.20644191,0.22760614,0.12499429,0.0446734609935561,0.140921347287601,0.00143960513687674,0.0719367303455997,0.148231073874785,0.437592744827271,0.0474622249603271,0.103279881179333,0.109264925122261,0.0899761617183685,41.5,32.5,109.7,85.9
"177","10470","36119001503",16,0.129337539432177,0.531545741324921,0.12160702,0.29547603,0.55073925,0.1969086,0.337365591397849,0.0372311827956989,0.00288978494623656,0.104508912967494,0.235512058720727,0.411245316267014,0.0535007752478123,0.160660803318024,0.156657829880714,0.175803944468498,11.1,10.1,109,99.1
